,sentence,university,moral_label
759,"the marshall building will follow in 2021, providing a new home for the departments of management, accounting and finance as well as further teaching spaces, a sports centre and arts facilities.",LONDON SCHOOL OF ECONOMICS STRATEGY,0
760,"we are also working on plans to create a world-class conference and education facility in the recently acquired 35 lincoln’s inn fields building, and a public realm plan to improve the overall campus environment.",LONDON SCHOOL OF ECONOMICS STRATEGY,0
761,"we are equally committed to providing a world-class digital environment, and we are developing a framework for technology to help us meet our ambition of being sector-leading in data and systems, with transformation programmes across education, student experience, research and our corporate services.",LONDON SCHOOL OF ECONOMICS STRATEGY,0
762,"we will continue to champion sustainable design and practices across our estate, cut our carbon emissions, improve recycling rates and reduce waste, buy ethically, engage our community on sustainability issues, and exert our influence with investment fund managers to comply with the un’s principles for responsible investment and perform better on environment, social and governance issues.",LONDON SCHOOL OF ECONOMICS STRATEGY,1
763,"3.5 enable and sustain change we will embed the concept of freedom within a framework as an organising principle across the school to connect and harmonise our activities in support of shared goals, streamlining and strengthening administrative processes and driving more consistent quality of delivery across the school, whilst empowering staff to innovate and lead change.",LONDON SCHOOL OF ECONOMICS STRATEGY,1
764,"we will draw on our strengths in data analysis to generate decision-ready insights and robustly evaluate our own activities, and strengthen our transformation capabilities and capacity to effectively deliver susta inable change.",LONDON SCHOOL OF ECONOMICS STRATEGY,0
765,"pillar one: fostering student transformation 1.1 create and sustain high quality, rigorous, and competitive academic programs that serve student needs and continue to elevate the institution’s reputation 1.2 increase engagement through participation in an expanded range and variety of campus experiences and support activities available to students 1.3 identify and craft signature transformative student experiences that contribute to a distinct identity for the university across both curricular and cocurricular programming 1.4 leverage new services and technologies to ensure timely completion of degrees 1.5 expand programs and services that improve students’ opportunities for life-long success and engaged citizenship, and increase the university’s commitment to their continued relationship as alumni 1.6 increase awareness of the university’s identity and impact, and enhance its reputation pillar two: growing through diversity and access 2.1 capitalize on the historic strength of diversity in the institution and continue to grow that strength as the state increases its diversity 2.2 reaffirm and maintain the university’s long-standing commitment to affordability 2.3 ensure that the university provides full access, for students, alumni, faculty and staff to all activities that make the university an engaging community 2.4 assure that the university’s diversity, inclusiveness and provision of affordable access to excellence are conveyed clearly and consistently.",Montclair State University,1
766,"it will provide students with a welcoming, supportive and responsive student experience that enables post-graduate success.",Montclair State University,1
767,"it will continue to be affordable and accessible, acclaimed for its research contributions, locally valued for its community and business partnerships, fiscally sound and nimble in its business practices, and diverse in its students and employees.",Montclair State University,1
768,"this journey helped us understand our history, values, and accomplishments; our place in higher education in the state, region, and nation; and the ways we have been successful in moving the university from its inception more than 110 years ago to today.",Montclair State University,0
769,the process enabled a rich and broad reflection of the pathway of change that has brought us to the current day.,Montclair State University,0
770,"“ the process enabled a rich and broad reflection of the pathway of change that has brought us to the current day.” montclair state university strategic plan 2025 3 vision for student success building on the successes of its previous plan, connecting to tomorrow: vision, creativity, adaptability, montclair state university will found its new plan on three guiding “pillars” or themes, each pointing toward and promoting student success at every level of the institution: fostering student transformation; growing through diversity and access; discovery and application of knowledge.",Montclair State University,1
771,student success will be supported by the interconnections and interactions of these three pillars.,Montclair State University,0
772,"these drivers of effort will help us to focus our attention, commit resources, develop strategies and tactics to achieve preferred outcomes, and measure evidence of our successes.",Montclair State University,0
773,montclair state is justly proud of its proven ability to deliver the highest quality education at a price that is among the most affordable in the region.,Montclair State University,1
774,"this plan will sustain and strengthen that value proposition by enhancing even further the quality of the student experience and learning outcomes, by increasing revenue generation from diverse sources, and by positioning montclair state university as an institution of choice for talented students from new jersey and beyond.",Montclair State University,0
775,"in light of the growth in academic programs, facilities, research and enrollments under the previous plan, the university will focus its resources to support student success in a future characterized by mobility and change.",Montclair State University,0
776,"through synchronization of our human resources and expanded data systems, we will both motivate student intellectual development and catch at-risk students before they fail, enabling us fully to live up to the hallmark “small college” feel that has made this large university the institution of choice for generations of new jersey families.",Montclair State University,1
777,"and finally, our dedication to our graduates will be life-long, supporting them with career services, networking and continued learning opportunities throughout their careers, and making montclair state university their permanent partner for success.",Montclair State University,0
778,"“ student success, defined both within the montclair state university experience and following graduation, is our unifying intention.” montclair state university strategic plan 2025 4 an entrepreneurial strategy underlying the pillars, strategies and success measures is a single aspiration: to be ceaselessly innovative and demonstrably effective in every process that will improve academic quality, promote student success and augment institutional communication and efficiency.",Montclair State University,0
779,"american higher education has experienced several periods of significant change, similar to what, today, is referred to as disruption.",Montclair State University,0
780,"in the past, institutions that were established primarily for the training of teachers and support of agriculture were transformed into institutions providing educational programs in a wide range of professions.",Montclair State University,0
781,"the current time is also a period of change, and, as montclair state has grown and transformed itself to meet the changing needs of society throughout its history, it will continue to do so by drawing on its energized entrepreneurial spirit, prepared to seize the new day with yet unseen and unknown opportunities, while staying true to its fundamental values and never failing to place student success as its foremost goal.",Montclair State University,1
782,"the university has been and will continue to be both nimble and thoughtful in making the continuing adjustments essential to maintaining its vital relevance for both transmitting cultural traditions, creating new knowledge, meeting emerging market demands, and serving the higher education needs of an evolving world.",Montclair State University,1
783,"this entrepreneurial attitude will speed up time-tables and require alertness, excellent communication, and collaboration across divisions.",Montclair State University,0
784,"this responsive, change-ready culture will be transformative, enabling timely creation of new programs and strategies supported by data and the timely recycling of other programs and strategies that are unsupported by student demand or university mission.",Montclair State University,1
785,"analytics already in production and reaching across university divisions will arm leaders and innovators with methods for evaluating initiatives for their effectiveness, value, and resource allocation.",Montclair State University,0
786,"ideas, programs, and initiatives will rise with their successes, and the people who invent and promote them will understand their responsibility to plan strategically and shrewdly while also understanding that every innovative idea, program, or initiative will not flourish and those that fail following our best efforts must be promptly discarded.",Montclair State University,0
787,"these values -- innovation, creativity, efficiency, and data-informed decision making -- are characteristic of vital institutions and compatible with flourishing careers.",Montclair State University,0
788,"“ drawing on our energized entrepreneurial spirit, montclair state will seize the new day with its yet unseen and unknown opportunities.” pillar one fostering student transformation montclair state university strategic plan 2025 6 pillar one: fostering student transformation the university’s branded student experience will provide all students with well-resourced educational, co-curricular, and student life experiences that transform their concepts of individual potential and prepare them successfully to engage and excel in careers that benefit and contribute to society; that are fully aligned with their personal goals and talents; that develop professional expertise and the capacity for life-long learning and that establish lifelong connections with their peers, the community and the university.",Montclair State University,1
789,the university will be intentional in supporting the engagement of all students in demonstrated high-impact teaching and learning practices and robust co-curricular programming.,Montclair State University,1
790,"objective 1.1 create and sustain high quality, rigorous, and competitive academic programs that serve student needs and continue to elevate the institution’s reputation a) by 2025, refine the undergraduate and graduate academic portfolio to include new programs that emphasize professional competence and leadership skills in growth areas in the region, including stem fields, health, media, and management b) redesign the liberal arts core curriculum with renewed dedication to ensuring competencies in digital technologies; media literacy; analytical reading; skillful writing; oral communication; critical thinking; historical consciousness; and civic and ethical awareness, anchoring these competencies in best assessment practices c) adopt the use of personal graduation portfolios that students will curate from their first day of classes, as a repository and record of all their academic and co-curricular activities over the course of their education d) expand the development of effective student-focused transfer programs with community colleges e) create innovative, flexible and mediated teaching and study spaces that will enable teacher experimentation with and use of new technologies and pedagogical techniques, fostering increased student engagement, collaboration and active learning both during and outside of classroom hours f) develop degree completion programs, online programs, and alternative scheduling of programs and courses to support student access and success strategies msuccess measures 1.1.1. increased relevance, demand for, and academic quality of undergraduate and graduate programs leading to a degree or certificate from the baseline in ay2019-20 1.1.2. increased student performance levels on the collegiate learning assessment plus (cla+) instrument, both in terms of the percent of students who meet basic competencies, as well as in terms of the relative performance of msu students versus students from peer institutions 1.1.3 .",Montclair State University,0
791,"increased percent of freshmen and seniors who describe the rigor of their courses at msu as “very high” or “high” on the national survey of student engagement (nsse) instrument 1.1.4. improved university standing, and the standing of its academic programs, as determined in select national rankings, from baselines in ay2019-20 1.1.5. increased number of online programs leading to a degree or certificate from the baseline of ay2019-20 1.1.6. increased delivery of programs in fully online mode by 100% over the baseline of programs in 2019-20montclair state university strategic plan 2025 7 pillar one: fostering student transformation objective 1.2 increase engaged student participation in an expanded range and variety of campus experiences and support activities a) promote maximum access to internship opportunities and cooperative educational experiences for all students b) enhance superior academic performance through expansion of honors options and societies within majors, and support for applications to premier post-secondary opportunities such as fulbright, gates-cambridge, gilman, marshall, mitchell, rhodes, schwarzman and truman scholarships c) increase communication and participation in activities and programs focused on increasing the well-being of students to support the development of the whole student d) achieve national stature as a top ncaa division iii institution e) promote and support student engagement with professional societies, social clubs and interest groups that evolve as the student body evolves strategies msuccess measures 1.2.1. increased levels of engagement across a range of campus experiences as measured by student-reported activity and satisfaction on national surveys (i.e.",Montclair State University,0
792,"the freshman survey, the college senior survey, the ruffalo noel-levitz student satisfaction index, and the national survey of student engagement) 1.2.2. increased levels of engagement across a range of campus experiences as measured by recorded memberships, attendance at academic events, and other measures of participation 1.2.3. expanded range of student organizations and events, and increased participation rates 1.2.4. increased student use of academic and other support services and facilities over baselines established in ay2019-20 1.2.5. increased conference championships and participation in division iii ncaa playoffs, increased attendance at athletic events, and robust success in the recruitment of student athletes 1.2.6. increased degree completion rates and higher academic achievement of student athletes over baselines established in ay2019-20 1.2.7. increased student success in winning competitive postgraduate scholarships and fellowships montclair state university strategic plan 2025 8 objective 1.3 identify and craft signature transformative student experiences that contribute to a distinct identity for the university across both curricular and co-curricular programming pillar one: fostering student transformation a) provide curricular and co-curricular programming to prepare graduates for the world of work and lay a foundation for the continued acquisition of knowledge and skills that assure competence in an evolving work environment b) assure curricular and co-curricular experiences that require teamwork, leadership, problem solving and decision making, cultural competence, and creative thinking c) leverage the range of cultural experiences offered by the university to engage students in activities that enhance learning through the arts, athletics, and programming available to all community members d) enhance student experience through career development activities that link both curricular and co-curricular programming to alumni and post-graduate success e) enhance the development of badging opportunities to promote skill development, curricular and co-curricular opportunities, and skills important for life after montclair f) increase high impact experiences by expanding access to and participation in national and international programs that broaden understanding of the nation in the world strategies msuccess measures 1.3.1. measure those activities and experiences assessed by the cla+, the national survey of student engagement, or the higher education research institute that yield the greatest gain scores, or value-added, from entry to graduation for montclair state university students 1.3.2. increased number of new programs and experiences that, based upon analysis of existing, highly transformative programs, appear to have the most potential to transform students academically or personally 1.3.3. realized acquisition of international fulbright awards by students 1.3.4. increased student participation in un academic impact programs and in the higher education sustainability initiative (hesi) montclair state university strategic plan 2025 9 pillar one: fostering student transformation a) assure intentional degree program design in every program to enable timely completion to degree for all students b) develop robust university analytics for monitoring and promoting student and alumni success, including eab navigate, first destination survey, and other platforms c) establish a senior level enrollment management group that uses data to research and manage multiyear enrollment, retention and graduation goals that are supported by the institution strategies msuccess measures objective 1.4 leverage new services and technologies to ensure timely completion of degrees 1.4.1. increase first-semester retention to 95%, and sustain that level of success once achieved 1.4.2. increase first-year retention to 85%, and sustain that level of success once achieved 1.4.3. increase four-year graduation rates to 60%, and sustain that level of success once achieved.",Montclair State University,0
793,"1.4.4. increase the six-year graduation rate to 80% and increase that level of success once achieved montclair state university strategic plan 2025 10 pillar one: fostering student transformation strategies msuccess measures objective 1.5 expand programs and services that improve students’ opportunities for life-long success and engaged citizenship, and increase the university’s commitment to their continued relationship as alumni a) create advanced on-line portals and self-service functions to support the availability of essential student and alumni resources – red hawk central, academic advisement, career services, technical support services b) develop university-wide career counseling protocols to guide all students toward successful post-graduation careers, leveraging relationships with alumni, their employers and other external partners c) develop a reliable tracking system for post-graduate success in careers and subsequent degree attainment d) create mechanisms to better connect students and alumni for mutually beneficial activities e) strengthen alumni relations activities with coordinated efforts across the university 1.5.1. increased number and percent of students who participate in experiential learning activities including co-ops, internships, clinical practice, study abroad and other programs that include a significant real-world component 1.5.2. increased number and percent of students who visit career services for career counseling or self-assessments, or who take advantage of job fairs and other employment-related activities 1.5.3. increased training opportunities, courses, and other noncredit services for professional and career development offered by colleges and schools 1.5.4. increased number of montclair state university alumni participating in courses or activities sponsored by college or school continuing education programs 1.5.5. increased number and percent of bachelor’s degree recipients who further their education by enrolling in accredited graduate programs 1.5.6. increased number and percent of bachelor’s degree recipients who earn master’s and/or doctoral degrees 1.5.7. increased number and percent of students who volunteer to participate in activities sponsored by the center for community engagement 1.5.8. increased number and percent of students who vote montclair state university strategic plan 2025 11 pillar one: fostering student transformation strategies msuccess measures objective 1.6 increase awareness of the university’s identity and impact, and enhance its reputation a) craft a clear and authentic brand narrative for the university, convey this narrative consistently and effectively to all key audiences using a strategic mix of paid advertising, earned news coverage, owned channels and social networking 1.6.1. improvements in name recognition, brand awareness, and favorable perceptions by key audiences, as measured by survey research 1.6.2. growth in news coverage of key brand drivers (e.g.",Montclair State University,0
794,"to further champion diversity and inclusiveness b) continue to refine the university’s student recruitment practices to attract and recruit applicants that are fully reflective of the diversity of new jersey, including under-served socio-economic students, all racial and ethnic groups, and national and international students for whom montclair state can be a welcoming community c) develop, administer, and analyze a regularly deployed climate survey instrument to guide enhancements of the campus environment and culture d) continue to implement and improve hiring and retention practices for executive, faculty, and staff from a full range of diverse populations e) improve the usefulness of annual performance reviews for all employees, and offer mentorship and organizational development training and support for employees and groups strategies pillar two: growing through diversity and access montclair state university will sustain an inclusive environment where all students and employees have the opportunity to thrive and which embraces and realizes the opportunities inherent in the rich diversity of the university community.",Montclair State University,1
795,"msuccess measures objective 2.1 capitalize on the historic strength of diversity in the institution and continue to grow that strength as the state expands its diversity 2.1.1. achieve racial and ethnic diversity levels (number and percent) among students that match the diversity among 18- to 24-year-olds in the state 2.1.2. achieve racial and ethnic diversity levels (number and percent) among non-faculty employees that match the diversity of employed new jersey residents 2.1.3. achieve racial and ethnic diversity levels (number and percent) among faculty that match the diversity of ph.d. recipients in their respective disciplines 2.1.4. reduce variation among admission rates across racial and ethnic groups so that none of the differences show statistical or practical significance 2.1.5. reduce variation among retention and graduation rates across racial and ethnic groups so that none of the differences show statistical or practical significance 2.1.6. continue to enhance student and employee opinions regarding the campus climate for diversity in both absolute and relative terms montclair state university strategic plan 2025 14 objective 2.2 reaffirm and maintain the university’s long-standing commitment to affordability pillar two: growth through diversity and access a) maintain a business model in which tuition and fees will allow maximum student access to quality education b) employ strategic and cost efficient use of resources to assure sustainable delivery of the highest quality instruction at the lowest possible cost to students and their families c) develop and deliver training in general financial literacy and financial aid processes for all students d) continue to advocate at the state level for more equitable tag allocations for the university’s students e) continue to advocate at the state level for more equitable operating support for the university f) increase external gifts and grants that support student scholarships g) increase efforts to reduce costs of attendance unrelated to tuition and fees strategies msuccess measures 2.2.1. maintain tuition and required fees at a level that is below the median for senior, public institutions in new jersey 2.2.2. reduce the number of students with unmet need, and the average amount of that unmet need 2.2.3. reduce the average undergraduate student debt at graduation to a level that is the lowest among senior public institutions in new jersey 2.2.4. achieve increased tag allocations 2.2.5. achieve increased state appropriation for operations 2.2.6. achieve increased external gifts and grants to support scholarships montclair state university strategic plan 2025 15 pillar two: growth through diversity and access strategies msuccess measures objective 2.3 ensure that the university provides full access, for students, alumni, faculty and staff, to all activities that make the university an engaging community a) continue to expand accessibility to the university’s digital tools, information resources, and course materials b) address accessibility throughout the institution’s facilities and public spaces to achieve ada compliance in all physical facilities and digital services c) communicate and encourage the effective use of innovative methods to support the diverse learning needs of disabled students, faculty, and staff 2.3.1. all digital resources (e.g., course materials, website information, library materials, and data bases) are accessible to the entire university community 2.3.2. all university physical facilities are accessible to the entire community montclair state university strategic plan 2025 16 pillar two: growth through diversity and access strategies msuccess measures objective 2.4 assure that the university’s diversity, inclusiveness and provision of affordable access to excellence are conveyed clearly and consistently to the public a) publish information about diversity, inclusion and affordability in the university’s digital and printed materials b) portray the university’s inclusiveness by publishing images and stories about a broadly diverse array of students, faculty, staff and alumni 2.4.1. improvements in awareness of the university’s diversity, inclusion and affordability by key audiences, as measured by survey research pillar three discovery and application of knowledge through research and scholarshipmontclair state university strategic plan 2025 18 a) form a research task force to identify and implement best practices across all aspects of research in the institution such as cost allocations, infrastructure, grants administration, policy, and protocols b) form a student research advisory group to support and encourage diverse undergraduate and graduate students involvement in research c) establish a scholarly communication center in the library which would leverage our digital commons and facilitate access to scientific journals, research databases, and sci-finder tools d) cultivate a research-active graduate student educational culture e) continue development of relationships and partnerships with other institutions and professional bodies that support research strategies pillar three: discovery and application of knowledge through research and scholarship msuccess measures objective 3.1 improve and upgrade business processes, facilities and technological resources in support of research 3.1.1. inefficient business processes that negatively affect research administration and operations have been identified and eliminated 3.1.2. research facilities have met the necessary requirements of current faculty for active and productive scholarship 3.1.3. current technology supports 95% of all faculty research agendas 3.1.4. increase the number of students who participate in faculty research activities by 50% montclair state university will embrace and fulfill its identity as a carnegie r2 doctoral and new jersey public research institution, expanding both its national and international research impact, enhancing its research portfolio and reputation, driving innovation and relevant solutions for the social, economic, educational and health care challenges of the culturally diverse communities of new jersey and the region.",Montclair State University,1
796,"montclair state university strategic plan 2025 19 strategies success measures a) organize and prepare ready respond teams (rrts) of researchers with interactive expertise who will be able to respond efficiently to multidisciplinary rfps b) orsp will join the grant resource center in washington, d.c. (and similar “ear-to-the-ground” organizations) to increase awareness of and prompt access to extramural sources of federal funding for research c) extend consulting and writing support for grants to all colleges and schools where potential for successful proposals is demonstrated d) assure that internal research funding is awarded to the most prepared and effective applicants, who will be most likely to convert this seed funding to successful external proposals e) expand activities for training/mentoring between junior/senior research faculty f) fund “pump-priming” internal research grants, offer summer grant writing workshops, and provide state-of-the-art activities/ resources to develop successful grant writing skills g) engage the office of development to source private funding from corporations and other sources who will support innovative ideas for faculty research and programs objective 3.2 increase external funding for research 3.2.1. increase the number of research grant proposals submitted by faculty 10% per year over a baseline established in fy19 3.2.2. increased number of funding sources supporting research at the university over the baseline number of sources in fy19 3.2.3. increased number of research grants funded by the federal government by 20% over the baseline established in fy19 3.2.4. increased corporate and foundation funding for research from the baseline of fy19 3.2.5. increased total external funding for research from the baseline of $18.4m to $22.0m 3.2.6. increase state and nationally funded multi-institutional research collaborations by 10% over the baseline of fy19 3.2.7. increased success rate of grant proposals submitted by faculty members at all levels pillar three: discovery and application of knowledge through research and scholarship montclair state university strategic plan 2025 20 objective 3.3 expand and enhance the reputation and impact of university research pillar three: discovery and application of knowledge through research and scholarship a) improve the media reporting and recognition of both faculty and student scholarship b) fully populate and deploy digital commons and research with nj to propagate and broadcast more widely the scholarly productivity of the faculty and students c) broaden scope of research partnerships nationally and globally d) increase faculty participation in scholarly experiences, including faculty exchanges, international awards, and leadership positions in panels, and professional groups and professional societies e) launch a robust research communication program in print and online to convey the university’s strengths and accomplishments in research, scholarship and creative activity strategies msuccess measures 3.3.1. increased faculty peer-reviewed publications in higher quality journals and well-regarded scholarly presses 3.3.2. demonstrated increase in the impact of faculty research and publications using standard quality metrics such as download counts, h-factor indices, citation counts, altimpact, researchgate rankings, book reviews in high profile venues, etc.",Montclair State University,0
797,"3.3.3. student researchers will be recognized by regional and national awards for scholarship 3.3.4. montclair state university programs are ranked successively higher each year in valid and mission-appropriate national ranking systems 3.3.5. faculty are recognized with increased awards from professional associations, leadership roles in those associations, and significant public distinctions 3.3.6. improved awareness and favorable perceptions among key audiences of the university’s accomplishments in research, scholarship and creative activity over fy2109 benchmarks, as seen in positive earned news stories; web site and social media responses; downloads, citations and reviews of faculty scholarship",Montclair State University,0
798,"we are all treaty people, with roles and obligations that include responsible stewardship of the land, a commitment to relationships with indigenous peoples based on trust and respect and to partnering with them for our mutual wellbeing.",Saint Mary’s University,1
799,living the intent of reconciliation is a fundamental part of our saint mary’s community.,Saint Mary’s University,1
800,"we exist in a time of financial challenge, and our strategic plan is careful to balance our collective vision for the future with the practical realities of our current environment.",Saint Mary’s University,0
801,"the strategic plan draws particular attention to the urgent necessity of ‘securing our future.’ the five priority areas have been arrived at through significant consultation with faculty, professional librarians, students, staff and members of the broader university community, and the objectives within each priority weigh the importance of sustainability against opportunity.",Saint Mary’s University,1
802,"our vision for saint mary’s is built upon our strong tradition of scholarly excellence, accessibility and community engagement.",Saint Mary’s University,1
803,"we must support our people to grow and achieve their best by prioritizing their health and wellbeing, investing in their academic and professional development, and supporting an inclusive environment in which excellence and opportunity thrive.",Saint Mary’s University,1
804,"our values underscore our commitment to our distinctive contribution to society and are expressed through everything we do in our pursuit of excellence in research, teaching and learning.",Saint Mary’s University,1
805,they are courageous; very few universities are prepared to state their values so explicitly and with such care and consideration.,Saint Mary’s University,1
806,"to paraphrase our latin motto, they ensure we are able to answer the fundamental question of why we are doing what we do.",Saint Mary’s University,1
807,why should a staff member believe that saint mary’s is the ideal workplace for them?,Saint Mary’s University,0
808,"our vision, mission and values inform every aspect of this strategic plan, which is designed so that in five years’ time we will be well along a path towards financial sustainability.",Saint Mary’s University,1
809,"we will be an institution that is academically exciting and that delivers world-class research which informs our teaching excellence, which engages with community, and which has the courage to take the world’s largest problems and put them in front of all of us to seek collective resolution and shared understanding.",Saint Mary’s University,1
810,"4 world without limits: the strategic plan for saint mary’s university 2024-2029 i hope you will read this document as a distillation of the many ideas of our community, and i hope also that you will see your own path within this strategic plan for the future of saint mary’s university.",Saint Mary’s University,0
811,"robert summerby-murray president and vice-chancellor 5 message from the chair on behalf of the saint mary’s university board of governors, i am pleased to enthusiastically endorse the new university strategic plan, which i am confident will guide saint mary’s as we strengthen our distinctive position during the challenging times ahead.",Saint Mary’s University,0
812,saint mary’s has been a renowned place of learning and scholarship since 1802 and will continue to be so for a long time to come.,Saint Mary’s University,0
813,"we are among the top primarily undergraduate universities in canada and are determined to build on our exemplary record of achievements to enhance our teaching and research and strengthen our relationships with the communities in which we live, work and serve.",Saint Mary’s University,1
814,"we will continue to encourage discovery and innovation in a wide range of disciplines in the humanities, social sciences, sciences and business and will seek to make our campus an inspiring setting for scholarly activity.",Saint Mary’s University,0
815,"i want to acknowledge and thank everyone who has been involved in these many discussions and reports, including our students, faculty, staff, senior leadership, alumni and donor community, senate and my fellow members of the board of governors.",Saint Mary’s University,0
816,"together we have laid out a plan to venture forward with vision and purpose, to create and communicate knowledge, and to act in the world.",Saint Mary’s University,0
817,"alan r. abraham jr., bcomm’80 chair, board of governors 6 world without limits: the strategic plan for saint mary’s university 2024-2029 message from the chancellor i have long been a believer in saint mary’s university and in what i know it can achieve—its relentless pursuit of the best people, an absolute focus on excellence in teaching and research, the authentic and meaningful pursuit of community partnership, an unwillingness to settle for the status quo, and a determination to overcome whatever obstacles present themselves.",Saint Mary’s University,1
818,"it is also based on a conviction that saint mary’s can do better, must do better, to ensure that future generations of students have greater opportunities to achieve their true potential and that we are helping to build the fortunes of this region.",Saint Mary’s University,1
819,"it is a demonstration of our commitment to creating an environment and community that are unique to saint mary’s, with spaces for possibility, innovation and inclusion that are integral to the distinctive and differentiating saint mary’s experience—for our students, our faculty, our librarians and our staff.",Saint Mary’s University,1
820,"it is equally important that this same saint mary’s experience resonates with our alumni, with our benefactors, with members of the business community and the three levels of government, who are all key supporters of the mission of our organization.",Saint Mary’s University,1
821,"i am so proud to serve as chancellor because i recognize what an extraordinary place this is, with caring and supportive faculty and staff—just as it was when i was a student.",Saint Mary’s University,1
822,"the next few years will be transformative, both for saint mary’s and the impact we will have on our community and the world.",Saint Mary’s University,1
823,"dr. michael durland, bcomm’87, dcomm’10 chancellor 7 8 our vision, mission & values vision mission values our vision saint mary’s, building on our strong tradition of scholarly excellence, accessibility and community engagement, will be the university of choice for aspiring citizens of the world.",Saint Mary’s University,1
824,"we will achieve this by: • creating a space for possibility through inspiration, innovation, inclusion, investment and action; • nurturing a culture of care and community.",Saint Mary’s University,1
825,"these values are expressed through everything we do, as we pursue: • intellectual transformation, • individual and collective resilience, • intercultural engagement, • alumni and community connection, and • ethical wisdom.",Saint Mary’s University,1
826,"9 intellectual transformation we are unwavering in our commitment to academic success, research excellence, innovation and discovery—and the many ways in which these foster intellectual growth for all members of the university community.",Saint Mary’s University,1
827,"we recognize that individuals learn in different ways; we support diversity and accessibility in approaches to teaching, learning and inquiry, with the goal of graduating students with creative and entrepreneurial mindsets.",Saint Mary’s University,1
828,"10 world without limits: the strategic plan for saint mary’s university 2024-2029 individual and collective resilience we are an organization dedicated to understanding, adaptability and purposeful action, and we will nurture individual and collective resilience through: • belief in the power of the saint mary’s community to realize our shared vision for the future; • engaging in the strength of our common purpose, developing curiosity, imagination, creativity, empathy and courage; • acting not only for today but for the sustainable future of communities, future generations of learners and the ecosystems on which we all depend; • adapting to constant change through the recognition that challenges are dynamic and evolving and we must learn from them; • being courageous as individuals and as a community in confronting challenging issues and taking responsibility for our shared future; • nurturing the health, safety and well-being of each other and the broader saint mary’s community.",Saint Mary’s University,1
829,"intercultural 11 intercultural engagement saint mary’s has a well-established commitment to cultural diversity and is recognized as one of canada’s leading international universities as expressed through the diversity of our student body, our curriculum and in our teaching, research and staff communities.",Saint Mary’s University,1
830,our goal is to support all students in their relationships and interactions with persons and groups of other cultures and to cultivate global citizenship through practice and example.,Saint Mary’s University,1
831,we also engage in extensive outreach and collaboration with peer institutions and organizations across canada and around the world.,Saint Mary’s University,0
832,"we will enhance this leadership position by: • being authentic, accountable and ethically uncompromising in our commitment to equity, diversity, inclusion and accessibility, within a spirit of collegiality, civility, generosity, trust and respect; • engaging with first nations, inuit and metis peoples, african nova scotians and global populations to foster a community based on diversity and inclusivity.",Saint Mary’s University,1
833,"we engage them to enhance student support, recruitment, employment opportunities and leadership in business, science, the arts and society, and to elevate the position and reputation of saint mary’s university in the broader community.",Saint Mary’s University,0
834,"this view influences our actions—how we teach our students, conduct our research and serve our communities—and reflects our commitment to helping create a global future that is more equitable and more just.",Saint Mary’s University,1
835,"16 equity, diversity, inclusion and accessibility saint mary’s is committed to: • creating and fostering an equitable, diverse, inclusive, accessible and just community of faculty, professional librarians, students and staff where all feel welcomed, included, supported, empowered and have equal access to supports, services and opportunities that ensure learning and success; • critically examining the interactions, processes and colonial systems that all too often have characterized our teaching, research, community service and engagement with a goal of creating a saint mary’s that is inclusive and equity-oriented; • integrating into our decision-making first voice lived experiences of members of equity-deserving groups; • ensuring we recognize and support the needs of our students, faculty and staff who have disabilities, work proactively to remove and pre-empt barriers to participation and provide appropriate accommodation; • engaging with local, national and global communities to contribute to the development of self-aware, inclusive and culturally competent students and alumni; • conducting research that collaborates with and strengthens communities and builds effective and meaningful partnerships in ways that remove institutional, informational and educational barriers to success; • ensuring our community represents all aspects of diversity and that we create systems and model practices that enable every member of our community to grow, succeed and thrive.",Saint Mary’s University,1
